group,key,value,units,classification,declared_source,source,qualification
BC 활성,bcGlobal.transport.water_diffusivity.reference_temperature_K,298.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_DVS_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:133,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.water_diffusivity.activation_energy_J_per_mol,12000.0,m²/s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_DVS_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:134,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.water_diffusivity.provenance,"""literature_nominal_pending_DVS_or_PFG_NMR""",m²/s,출처/의미/상태 메타데이터,provenance: literature_nominal_pending_DVS_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:135,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.augmentedElectronicConduction.enabled,false,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:137,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.augmentedElectronicConduction.interpretation,"""strict_BC_ionic_current_only""",키/정의 참조,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:138,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 비활성(전자전도 OFF),bcGlobal.augmentedElectronicConduction.conductivity.mode,"""constant""",S/m 또는 W/(m K): 키 문맥,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:140,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 비활성(전자전도 OFF),bcGlobal.augmentedElectronicConduction.conductivity.value,0.0,S/m 또는 W/(m K): 키 문맥,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:141,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.model,"""two_conversion_dependent_exothermic_channels_one_global_stoichiometry""",키/정의 참조,모델 선택/가정,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses,config/nsga2_bc_reactive_a100_cpu8.yaml:143,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.mass_conversion_weights[0],0.6666666666666666,1,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses,config/nsga2_bc_reactive_a100_cpu8.yaml:145,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.mass_conversion_weights[1],0.3333333333333333,1,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses,config/nsga2_bc_reactive_a100_cpu8.yaml:146,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.weight_provenance,"""literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses""",키/정의 참조,출처/의미/상태 메타데이터,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses,config/nsga2_bc_reactive_a100_cpu8.yaml:147,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.heat_release_basis,"""per_initial_bulk_propellant_channel_contribution""",J/kg,출처/의미/상태 메타데이터,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses,config/nsga2_bc_reactive_a100_cpu8.yaml:148,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.maximum_rate_per_s,1000.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses,config/nsga2_bc_reactive_a100_cpu8.yaml:149,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].label,"""second_exotherm_275_to_420C""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:151,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].provenance,"""approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data""",키/정의 참조,출처/의미/상태 메타데이터,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:152,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[0],0.0,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:154,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[1],0.1,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:155,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[2],0.2,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:156,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[3],0.3,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:157,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[4],0.4,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:158,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[5],0.5,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:159,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[6],0.6,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:160,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[7],0.7,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:161,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[8],0.8,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:162,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[9],0.9,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:163,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].alpha_grid[10],1.0,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:164,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[0],85000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:166,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[1],85000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:167,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[2],91000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:168,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[3],98000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:169,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[4],105000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:170,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[5],112000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:171,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[6],119000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:172,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[7],127000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:173,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[8],136000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:174,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[9],150000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:175,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].activation_energy_J_per_mol[10],150000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:176,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[0],13.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:178,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[1],13.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:179,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[2],14.5,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:180,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[3],15.5,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:181,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[4],16.5,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:182,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[5],18.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:183,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[6],19.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:184,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[7],20.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:185,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[8],21.0,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:186,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[9],23.8,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:187,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].ln_Af_per_s[10],23.8,ln(Af / s⁻¹),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:188,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[0].heat_release_J_per_kg,881000.0,J/kg,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8a_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:189,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].label,"""third_exotherm_380_to_525C""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:190,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].provenance,"""approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data""",키/정의 참조,출처/의미/상태 메타데이터,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:191,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[0],0.0,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:193,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[1],0.1,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:194,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[2],0.2,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:195,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[3],0.3,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:196,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[4],0.4,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:197,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[5],0.5,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:198,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[6],0.6,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:199,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[7],0.7,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:200,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[8],0.8,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:201,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[9],0.9,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:202,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].alpha_grid[10],1.0,1,운영/초기/기하 조건(수분·두께 등 측정 필요),weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:203,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[0],150000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:205,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[1],150000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:206,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[2],145000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:207,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[3],140000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:208,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.kinetics.channels[1].activation_energy_J_per_mol[4],140000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,weight_provenance: literature_nominal_from_2nd_paper_24_to_12_percent_main_stage_mass_losses; provenance: approximate_digitisation_of_3rd_paper_Fig8b_pending_supplementary_numeric_data,config/nsga2_bc_reactive_a100_cpu8.yaml:209,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
